key,count,percentage
11,33,12.5
1,30,11.4
6,27,10.299999999999999
8,27,10.299999999999999
0,25,9.5
10,23,8.7
4,23,8.7
9,19,7.199999999999999
5,18,6.800000000000001
7,18,6.800000000000001
2,12,4.6
3,8,3.0
